Date,Season,Season_Time,Time,Home,Away,Home_Pts,Away_Pts,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A
2021-05-29,2021,WNBA,15:00,New York Liberty F,Atlanta Dream F,87.0,90.0,1.68,2.25,167.5,1.83,2.0,-3.5,1.9,1.9
2021-05-29,2021,WNBA,21:00,Dallas Wings F,Phoenix Mercury F,85.0,89.0,1.95,1.86,167.5,1.9,1.9,-2.0,1.9,1.9
2021-05-30,2021,WNBA,19:00,Las Vegas Aces F,Indiana Fever F,101.0,78.0,1.1,7.5,167.5,1.8,1.97,-14.5,1.99,1.82
2021-05-30,2021,WNBA,19:00,Chicago Sky F,Los Angeles Sparks F,79.0,82.0,1.66,2.3,164.0,1.81,1.98,-3.5,2.0,1.83
2021-05-30,2021,WNBA,20:00,Minnesota Lynx F,Connecticut Sun F,79.0,74.0,2.25,1.68,155.0,1.81,2.0,2.0,1.95,1.86
2021-06-01,2021,WNBA,21:30,Chicago Sky F,Phoenix Mercury F,83.0,84.0,1.86,1.95,161.5,1.82,2.01,-1.5,1.9,1.9
2021-06-01,2021,WNBA,23:30,Seattle Storm F,Indiana Fever F,88.0,73.0,1.07,9.0,167.0,1.9,1.9,-16.5,2.0,1.79
2021-06-01,2021,WNBA,20:00,Connecticut Sun F,Las Vegas Aces F,74.0,67.0,2.05,1.8,159.0,1.9,1.9,-2.0,1.9,1.9
2021-06-01,2021,WNBA,21:00,Dallas Wings F,Los Angeles Sparks F,79.0,69.0,2.0,1.83,164.5,1.83,1.98,-1.5,1.86,1.95
2021-06-03,2021,WNBA,23:00,Phoenix Mercury F,Chicago Sky F,77.0,74.0,1.8,2.05,162.0,1.9,1.9,-1.5,1.9,1.9
2021-06-03,2021,WNBA,23:30,Los Angeles Sparks F,Indiana Fever F,98.0,63.0,1.44,2.85,157.0,1.82,1.97,-7.5,1.9,1.9
2021-06-03,2021,WNBA,20:00,New York Liberty F,Las Vegas Aces F,82.0,94.0,4.5,1.22,169.0,1.9,1.9,3.5,1.95,1.86
2021-06-04,2021,WNBA,21:00,Minnesota Lynx F,Atlanta Dream F,86.0,84.0,1.34,3.35,160.5,1.81,1.98,-7.0,1.97,1.87
2021-06-04,2021,WNBA,23:00,Seattle Storm F,Dallas Wings F,105.0,102.0,1.18,5.25,169.0,1.9,1.9,-12.5,2.0,1.83
2021-06-05,2021,WNBA,14:00,Washington Mystics F,Las Vegas Aces F,93.0,96.0,3.65,1.3,166.0,1.83,2.0,7.0,2.0,1.83
2021-06-05,2021,WNBA,16:00,Los Angeles Sparks F,Chicago Sky F,68.0,63.0,1.8,2.05,155.5,1.8,1.97,-3.5,1.9,1.9
2021-06-05,2021,WNBA,20:00,Connecticut Sun F,New York Liberty F,85.0,64.0,1.22,4.5,157.5,1.83,1.98,-10.0,1.96,1.86
2021-06-06,2021,WNBA,20:00,Minnesota Lynx F,Atlanta Dream F,100.0,80.0,1.54,2.65,162.0,1.8,1.99,-5.5,1.95,1.86
2021-06-06,2021,WNBA,20:00,Seattle Storm F,Dallas Wings F,67.0,68.0,1.23,4.25,175.5,1.9,1.9,-9.5,1.95,1.85
2021-06-08,2021,WNBA,23:00,Phoenix Mercury F,Dallas Wings F,81.0,85.0,1.71,2.2,164.5,1.8,1.97,-3.0,2.0,1.81
2021-06-08,2021,WNBA,20:00,Washington Mystics F,Minnesota Lynx F,85.0,81.0,2.15,1.74,164.0,1.81,1.98,1.5,1.98,1.83
2021-06-09,2021,WNBA,20:00,Atlanta Dream F,Seattle Storm F,71.0,95.0,4.25,1.23,168.0,1.9,1.9,8.0,2.0,1.81
2021-06-09,2021,WNBA,21:00,Chicago Sky F,Indiana Fever F,92.0,76.0,1.19,5.0,158.0,1.9,1.9,-11.5,1.97,1.85
2021-06-10,2021,WNBA,20:00,Washington Mystics F,Los Angeles Sparks F,89.0,71.0,1.36,3.25,157.0,1.83,1.97,-7.5,1.99,1.8
2021-06-11,2021,WNBA,21:00,Atlanta Dream F,Seattle Storm F,75.0,86.0,4.5,1.22,168.5,1.9,1.9,8.5,1.99,1.82
2021-06-11,2021,WNBA,23:00,Phoenix Mercury F,Dallas Wings F,59.0,77.0,1.76,2.1,164.0,1.9,1.9,-3.0,1.9,1.9
2021-06-12,2021,WNBA,14:00,Indiana Fever F,Chicago Sky F,79.0,83.0,5.75,1.15,159.5,1.9,1.9,9.5,1.9,1.9
2021-06-12,2021,WNBA,21:00,Minnesota Lynx F,Los Angeles Sparks F,80.0,64.0,1.22,4.5,156.0,1.8,1.95,-10.5,2.0,1.71
2021-06-13,2021,WNBA,15:00,Connecticut Sun F,Seattle Storm F,66.0,89.0,2.75,1.47,156.5,1.83,2.0,4.5,1.96,1.84
2021-06-13,2021,WNBA,16:30,Atlanta Dream F,Washington Mystics F,101.0,78.0,2.5,1.58,165.5,1.86,1.95,3.5,1.95,1.86
2021-06-13,2021,WNBA,19:00,Phoenix Mercury F,New York Liberty F,83.0,85.0,1.35,3.3,158.5,1.81,1.98,-7.5,1.95,1.85
2021-06-13,2021,WNBA,19:00,Las Vegas Aces F,Dallas Wings F,85.0,78.0,1.27,3.9,168.0,1.9,1.9,-9.0,1.97,1.83
2021-06-15,2021,WNBA,20:00,Indiana Fever F,Seattle Storm F,70.0,87.0,8.5,1.08,163.5,1.9,1.9,13.5,1.9,1.9
2021-06-15,2021,WNBA,22:00,Minnesota Lynx F,Chicago Sky F,89.0,105.0,1.58,2.5,158.5,1.83,2.0,-4.5,1.98,1.83
2021-06-15,2021,WNBA,23:00,Las Vegas Aces F,New York Liberty F,100.0,78.0,1.1,7.25,171.0,1.81,1.98,-15.0,1.99,1.84
2021-06-16,2021,WNBA,23:30,Los Angeles Sparks F,Phoenix Mercury F,85.0,80.0,2.75,1.47,152.0,1.82,1.99,-1.5,1.9,1.9
2021-06-17,2021,WNBA,20:00,Indiana Fever F,Seattle Storm F,69.0,79.0,9.5,1.07,163.0,1.82,1.99,15.5,1.9,1.9
2021-06-17,2021,WNBA,21:00,Dallas Wings F,Minnesota Lynx F,73.0,85.0,1.52,2.67,163.5,1.9,1.9,-5.0,1.9,1.9
2021-06-17,2021,WNBA,21:00,Chicago Sky F,Connecticut Sun F,81.0,75.0,1.45,2.8,154.5,1.81,2.0,-5.5,1.9,1.9
2021-06-17,2021,WNBA,23:00,Las Vegas Aces F,New York Liberty F,103.0,76.0,1.07,9.5,171.5,1.9,1.9,-16.5,1.95,1.85
2021-06-17,2021,WNBA,20:00,Washington Mystics F,Atlanta Dream F,96.0,93.0,1.95,1.86,163.5,1.81,2.0,1.0,1.9,1.9
2021-06-18,2021,WNBA,23:30,Los Angeles Sparks F,Phoenix Mercury F,66.0,80.0,2.55,1.57,153.5,1.81,1.98,2.0,1.9,1.9
2021-06-19,2021,WNBA,15:00,Chicago Sky F,Connecticut Sun F,91.0,81.0,1.37,3.2,155.0,1.8,1.99,-7.5,1.95,1.86
2021-06-19,2021,WNBA,20:00,Washington Mystics F,Indiana Fever F,82.0,77.0,1.2,4.75,164.0,1.9,1.9,-10.0,1.9,1.9
2021-06-19,2021,WNBA,21:00,Dallas Wings F,Minnesota Lynx F,95.0,77.0,1.64,2.35,164.0,1.9,1.9,-4.0,1.9,1.9
2021-06-20,2021,WNBA,17:00,Los Angeles Sparks F,New York Liberty F,73.0,76.0,1.64,2.35,159.5,1.84,1.94,-5.0,1.9,1.9
2021-06-22,2021,WNBA,23:00,Seattle Storm F,Washington Mystics F,83.0,87.0,1.09,8.0,162.0,1.9,1.9,-15.0,1.86,1.95
2021-06-22,2021,WNBA,20:00,New York Liberty F,Chicago Sky F,72.0,92.0,3.2,1.37,166.0,1.9,1.9,4.5,1.9,1.9
2021-06-22,2021,WNBA,20:00,Connecticut Sun F,Dallas Wings F,80.0,70.0,1.86,1.95,154.5,1.82,1.99,-1.5,1.9,1.9
2021-06-23,2021,WNBA,20:00,Atlanta Dream F,Minnesota Lynx F,85.0,87.0,2.65,1.54,166.0,1.83,1.97,2.5,1.9,1.9
2021-06-24,2021,WNBA,20:00,New York Liberty F,Chicago Sky F,68.0,91.0,3.3,1.35,168.5,1.9,1.9,6.5,1.96,1.84
2021-06-24,2021,WNBA,20:00,Indiana Fever F,Dallas Wings F,64.0,89.0,4.1,1.25,161.0,1.9,1.9,7.5,1.9,1.9
2021-06-24,2021,WNBA,23:30,Los Angeles Sparks F,Washington Mystics F,89.0,82.0,2.45,1.6,155.0,1.82,1.97,3.0,1.99,1.82
2021-06-25,2021,WNBA,21:00,Minnesota Lynx F,Las Vegas Aces F,90.0,89.0,3.15,1.38,169.5,1.9,1.9,5.0,1.9,1.9
2021-06-26,2021,WNBA,14:00,Dallas Wings F,Washington Mystics F,85.0,74.0,1.41,3.0,164.5,1.9,1.9,-7.0,1.99,1.83
2021-06-26,2021,WNBA,20:00,Atlanta Dream F,New York Liberty F,78.0,101.0,1.44,2.85,168.5,1.9,1.9,-5.5,1.96,1.86
2021-06-27,2021,WNBA,15:00,Connecticut Sun F,Chicago Sky F,74.0,58.0,2.7,1.5,157.0,1.8,1.95,3.5,1.95,1.86
2021-06-27,2021,WNBA,17:00,Las Vegas Aces F,Seattle Storm F,95.0,92.0,1.71,2.2,168.5,1.9,1.9,-3.5,2.0,1.77
2021-06-27,2021,WNBA,19:00,Phoenix Mercury F,Los Angeles Sparks F,88.0,79.0,1.33,3.4,155.5,1.9,1.9,-8.0,2.0,1.71
2021-06-29,2021,WNBA,20:00,Atlanta Dream F,New York Liberty F,73.0,69.0,1.62,2.4,169.5,1.83,1.98,-4.0,1.97,1.85
2021-06-29,2021,WNBA,20:00,Washington Mystics F,Connecticut Sun F,71.0,90.0,3.1,1.4,156.5,1.82,1.99,3.5,1.9,1.9
2021-06-30,2021,WNBA,21:00,Dallas Wings F,Chicago Sky F,81.0,91.0,2.15,1.74,160.0,1.9,1.9,1.0,1.99,1.82
2021-06-30,2021,WNBA,23:00,Phoenix Mercury F,Minnesota Lynx F,76.0,82.0,1.71,2.2,163.0,1.9,1.9,-4.0,1.95,1.86
2021-06-30,2021,WNBA,23:30,Los Angeles Sparks F,Las Vegas Aces F,75.0,99.0,5.5,1.16,163.5,1.81,2.0,9.0,1.9,1.9
2021-07-01,2021,WNBA,20:00,Indiana Fever F,Connecticut Sun F,80.0,86.0,8.5,1.08,152.5,1.83,1.98,12.5,1.9,1.9
2021-07-02,2021,WNBA,21:00,Dallas Wings F,Chicago Sky F,100.0,91.0,2.2,1.71,165.5,1.9,1.9,2.0,1.9,1.9
2021-07-02,2021,WNBA,23:00,Seattle Storm F,Atlanta Dream F,91.0,88.0,1.07,9.5,165.5,1.8,1.99,-16.5,1.99,1.82
2021-07-02,2021,WNBA,23:00,Los Angeles Sparks F,Las Vegas Aces F,58.0,66.0,8.5,1.08,165.5,1.9,1.9,14.0,1.9,1.9
2021-07-03,2021,WNBA,14:00,New York Liberty F,Washington Mystics F,82.0,79.0,1.8,2.05,163.0,1.9,1.9,-3.0,1.9,1.9
2021-07-03,2021,WNBA,14:00,Indiana Fever F,Connecticut Sun F,73.0,67.0,8.5,1.08,154.5,1.83,1.98,14.0,1.9,1.9
2021-07-03,2021,WNBA,23:00,Phoenix Mercury F,Minnesota Lynx F,68.0,99.0,1.52,2.67,163.0,1.9,1.9,-5.0,1.9,1.9
2021-07-04,2021,WNBA,19:00,Las Vegas Aces F,Atlanta Dream F,118.0,95.0,1.07,9.0,172.0,1.9,1.9,-15.5,1.9,1.9
2021-07-04,2021,WNBA,22:00,Los Angeles Sparks F,Seattle Storm F,74.0,84.0,6.25,1.13,158.0,1.82,1.99,11.0,2.0,1.81
2021-07-05,2021,WNBA,20:00,New York Liberty F,Dallas Wings F,99.0,96.0,2.9,1.43,165.5,1.81,2.0,1.5,1.9,1.9
2021-07-07,2021,WNBA,23:00,Las Vegas Aces F,Phoenix Mercury F,90.0,99.0,1.2,4.75,171.0,1.9,1.9,-11.5,1.98,1.83
2021-07-07,2021,WNBA,21:00,Minnesota Lynx F,Dallas Wings F,85.0,79.0,1.55,2.6,167.5,1.9,1.9,-5.0,1.99,1.82
2021-07-07,2021,WNBA,23:00,Seattle Storm F,Los Angeles Sparks F,71.0,62.0,1.07,9.0,157.0,1.81,1.98,-15.5,1.9,1.9
2021-07-09,2021,WNBA,20:00,Indiana Fever F,New York Liberty F,82.0,69.0,2.35,1.64,161.5,1.86,1.95,2.0,1.95,1.86
2021-07-09,2021,WNBA,20:00,Connecticut Sun F,Atlanta Dream F,84.0,72.0,1.09,8.0,158.5,1.83,1.98,-15.0,2.0,1.83
2021-07-09,2021,WNBA,22:00,Phoenix Mercury F,Seattle Storm F,85.0,77.0,3.4,1.33,163.0,1.82,1.99,6.5,1.95,1.86
2021-07-09,2021,WNBA,23:30,Las Vegas Aces F,Minnesota Lynx F,67.0,77.0,1.43,2.9,170.5,1.83,1.98,-7.0,1.9,1.9
2021-07-10,2021,WNBA,21:00,Chicago Sky F,Washington Mystics F,85.0,89.0,1.25,4.2,165.5,1.9,1.9,-9.5,1.97,1.85
2021-07-11,2021,WNBA,19:00,Seattle Storm F,Phoenix Mercury F,82.0,75.0,1.23,4.25,161.5,1.84,1.97,-9.5,1.98,1.83
2021-07-11,2021,WNBA,22:00,Los Angeles Sparks F,Minnesota Lynx F,61.0,86.0,3.8,1.27,152.0,1.81,1.98,7.5,1.95,1.86
2021-07-11,2021,WNBA,15:00,New York Liberty F,Connecticut Sun F,54.0,71.0,4.2,1.25,156.0,1.9,1.9,8.0,1.95,1.86
2021-07-11,2021,WNBA,14:00,Dallas Wings F,Las Vegas Aces F,79.0,95.0,2.4,1.62,171.0,1.9,1.9,3.0,1.95,1.86
2021-07-11,2021,WNBA,18:00,Atlanta Dream F,Indiana Fever F,68.0,79.0,1.43,2.9,163.5,1.9,1.9,-5.5,1.9,1.9
2021-08-15,2021,WNBA,17:00,Chicago Sky F,Seattle Storm F,87.0,85.0,1.37,3.2,159.5,1.82,1.97,-7.5,2.0,1.79
2021-08-15,2021,WNBA,19:00,Phoenix Mercury F,Atlanta Dream F,92.0,81.0,1.38,3.15,163.0,1.82,1.97,-6.5,1.95,1.89
2021-08-15,2021,WNBA,19:00,Las Vegas Aces F,Washington Mystics F,84.0,83.0,1.15,5.75,171.5,1.9,1.9,-11.5,1.9,1.9
2021-08-15,2021,WNBA,20:00,Minnesota Lynx F,New York Liberty F,88.0,78.0,1.4,3.1,158.5,1.9,1.9,-7.0,1.97,1.85
2021-08-15,2021,WNBA,22:00,Los Angeles Sparks F,Indiana Fever F,75.0,70.0,1.5,2.7,154.0,1.81,1.98,-5.0,1.9,1.9
2021-08-15,2021,WNBA,17:00,Dallas Wings F,Connecticut Sun F,59.0,80.0,2.65,1.54,155.5,1.82,1.97,3.0,1.9,1.9
2021-08-17,2021,WNBA,23:30,Los Angeles Sparks F,Atlanta Dream F,85.0,80.0,1.57,2.55,157.0,1.9,1.9,-4.5,1.9,1.9
2021-08-17,2021,WNBA,20:00,Connecticut Sun F,Minnesota Lynx F,72.0,60.0,1.6,2.45,153.0,1.9,1.9,-4.0,1.9,1.9
2021-08-17,2021,WNBA,21:00,Chicago Sky F,Dallas Wings F,76.0,80.0,1.37,3.2,166.5,1.83,1.98,-7.0,2.0,1.81
2021-08-17,2021,WNBA,23:00,Phoenix Mercury F,Indiana Fever F,84.0,80.0,1.19,5.0,159.0,1.9,1.9,-10.5,1.95,1.87
2021-08-17,2021,WNBA,23:00,Las Vegas Aces F,Washington Mystics F,93.0,83.0,1.22,4.5,170.0,1.9,1.9,-9.5,1.95,1.86
2021-08-18,2021,WNBA,20:00,New York Liberty F,Seattle Storm F,83.0,79.0,1.74,2.15,156.0,1.8,1.99,-2.5,1.95,1.87
2021-08-19,2021,WNBA,23:00,Phoenix Mercury F,Washington Mystics F,77.0,64.0,1.55,2.6,162.0,1.9,1.9,-7.0,1.95,1.86
2021-08-19,2021,WNBA,23:30,Los Angeles Sparks F,Atlanta Dream F,66.0,64.0,1.55,2.6,155.0,1.81,2.0,-4.5,1.9,1.9
2021-08-19,2021,WNBA,20:00,Connecticut Sun F,Minnesota Lynx F,82.0,71.0,1.35,3.3,149.5,1.82,1.99,-7.5,1.9,1.9
2021-08-20,2021,WNBA,20:00,New York Liberty F,Seattle Storm F,83.0,99.0,4.25,1.23,162.5,1.9,1.9,7.0,1.9,1.9
2021-08-20,2021,WNBA,21:00,Dallas Wings F,Indiana Fever F,81.0,83.0,1.29,3.7,157.5,1.9,1.9,-8.5,1.9,1.9
2021-08-21,2021,WNBA,13:00,Atlanta Dream F,Phoenix Mercury F,69.0,84.0,3.0,1.41,162.5,1.9,1.9,5.0,1.9,1.9
2021-08-21,2021,WNBA,21:00,Chicago Sky F,Minnesota Lynx F,95.0,101.0,2.2,1.71,158.0,1.9,1.9,1.0,1.9,1.9
2021-08-22,2021,WNBA,15:00,New York Liberty F,Los Angeles Sparks F,83.0,86.0,1.66,2.3,153.0,1.8,1.99,-3.5,1.95,1.86
2021-08-22,2021,WNBA,16:00,Washington Mystics F,Seattle Storm F,78.0,85.0,3.7,1.29,165.5,1.9,1.9,7.5,1.99,1.83
2021-08-24,2021,WNBA,20:00,Connecticut Sun F,Las Vegas Aces F,76.0,62.0,1.68,2.25,155.0,1.9,1.9,-3.5,1.99,1.84
2021-08-24,2021,WNBA,20:00,Atlanta Dream F,Chicago Sky F,79.0,86.0,3.2,1.37,166.5,1.9,1.9,4.5,1.9,1.9
2021-08-24,2021,WNBA,20:00,Washington Mystics F,Los Angeles Sparks F,78.0,68.0,1.71,2.2,156.0,1.8,2.01,-3.0,1.95,1.86
2021-08-24,2021,WNBA,20:00,Minnesota Lynx F,Seattle Storm F,76.0,70.0,2.67,1.52,161.5,1.9,1.9,3.5,1.9,1.9
2021-08-25,2021,WNBA,20:00,New York Liberty F,Phoenix Mercury F,79.0,106.0,3.25,1.36,160.5,1.9,1.9,1.5,1.9,1.9
2021-08-26,2021,WNBA,20:00,Washington Mystics F,Dallas Wings F,77.0,82.0,1.52,2.67,162.0,1.83,1.99,-5.5,1.98,1.83
2021-08-26,2021,WNBA,20:00,Connecticut Sun F,Los Angeles Sparks F,76.0,72.0,1.13,6.25,145.0,1.83,1.98,-13.5,1.9,1.9
2021-08-26,2021,WNBA,20:00,Atlanta Dream F,Las Vegas Aces F,71.0,78.0,6.75,1.11,165.5,1.9,1.9,10.5,1.9,1.9
2021-08-27,2021,WNBA,21:00,New York Liberty F,Phoenix Mercury F,64.0,80.0,2.6,1.55,165.0,1.82,1.97,2.5,1.99,1.82
2021-08-27,2021,WNBA,23:00,Seattle Storm F,Chicago Sky F,69.0,73.0,1.37,3.2,163.0,1.9,1.9,-7.5,1.9,1.9
2021-08-28,2021,WNBA,14:00,Indiana Fever F,Las Vegas Aces F,71.0,87.0,6.5,1.12,163.5,1.9,1.9,12.0,1.9,1.9
2021-08-28,2021,WNBA,20:00,Washington Mystics F,Dallas Wings F,76.0,75.0,1.95,1.86,160.0,1.81,1.98,-3.0,1.9,1.9
2021-08-28,2021,WNBA,20:00,Connecticut Sun F,Los Angeles Sparks F,76.0,61.0,1.16,5.5,143.5,1.81,2.0,-11.0,1.9,1.9
2021-08-29,2021,WNBA,19:00,Seattle Storm F,Chicago Sky F,75.0,107.0,1.33,3.4,163.0,1.82,2.01,-7.5,1.9,1.9
2021-08-31,2021,WNBA,21:00,Minnesota Lynx F,New York Liberty F,74.0,66.0,1.26,4.0,160.5,1.9,1.9,-10.0,1.9,1.9
2021-08-31,2021,WNBA,23:00,Phoenix Mercury F,Chicago Sky F,103.0,83.0,1.83,2.0,162.5,1.9,1.9,-2.0,1.95,1.86
2021-08-31,2021,WNBA,20:00,Washington Mystics F,Connecticut Sun F,75.0,85.0,4.75,1.2,147.5,1.8,1.99,8.5,1.9,1.9
2021-08-31,2021,WNBA,20:00,Indiana Fever F,Los Angeles Sparks F,74.0,72.0,2.75,1.47,151.5,1.9,1.9,2.5,1.9,1.9
2021-09-02,2021,WNBA,21:00,Minnesota Lynx F,Los Angeles Sparks F,66.0,57.0,1.28,3.75,149.5,1.9,1.9,-8.5,1.9,1.9
2021-09-02,2021,WNBA,21:00,Dallas Wings F,Atlanta Dream F,72.0,68.0,0.0,0.0,157.5,1.9,1.9,-7.0,1.96,1.86
2021-09-02,2021,WNBA,23:00,Seattle Storm F,New York Liberty F,85.0,75.0,1.12,6.5,162.5,1.83,1.98,-12.5,1.95,1.87
2021-09-02,2021,WNBA,23:00,Las Vegas Aces F,Chicago Sky F,90.0,83.0,1.6,2.45,167.5,1.9,1.9,-7.0,1.9,1.9
2021-09-04,2021,WNBA,14:00,Indiana Fever F,Phoenix Mercury F,65.0,87.0,3.8,1.27,158.5,1.9,1.9,6.5,1.9,1.9
2021-09-04,2021,WNBA,21:00,Minnesota Lynx F,Washington Mystics F,93.0,75.0,1.3,3.65,158.5,1.9,1.9,-8.0,1.9,1.9
2021-09-05,2021,WNBA,16:00,Chicago Sky F,Las Vegas Aces F,92.0,84.0,2.0,1.83,168.5,1.81,1.95,1.0,1.9,1.9
2021-09-05,2021,WNBA,17:00,Dallas Wings F,Atlanta Dream F,64.0,69.0,1.37,3.2,154.5,1.9,1.9,-7.0,2.0,1.83
2021-09-06,2021,WNBA,20:00,Indiana Fever F,Phoenix Mercury F,81.0,86.0,4.75,1.2,158.5,1.9,1.9,9.5,1.95,1.86
2021-09-07,2021,WNBA,21:00,Dallas Wings F,Connecticut Sun F,56.0,83.0,4.25,1.23,147.5,1.83,2.0,8.5,1.9,1.9
2021-09-07,2021,WNBA,23:00,Seattle Storm F,Washington Mystics F,105.0,71.0,1.2,4.75,162.5,1.9,1.9,-11.5,1.9,1.9
2021-09-08,2021,WNBA,22:00,Las Vegas Aces F,Minnesota Lynx F,102.0,81.0,1.58,2.5,164.5,1.9,1.9,-4.5,1.96,1.84
2021-09-08,2021,WNBA,20:00,Atlanta Dream F,Phoenix Mercury F,75.0,76.0,2.65,1.54,154.0,1.9,1.9,3.5,1.96,1.84
2021-09-09,2021,WNBA,23:35,Los Angeles Sparks F,Connecticut Sun F,57.0,75.0,4.75,1.2,141.0,1.81,1.98,8.5,1.9,1.9
2021-09-10,2021,WNBA,20:00,Washington Mystics F,Atlanta Dream F,82.0,74.0,1.45,2.8,155.5,1.9,1.9,-5.5,1.9,1.9
2021-09-10,2021,WNBA,21:00,Minnesota Lynx F,Indiana Fever F,89.0,72.0,1.14,6.0,157.0,1.83,2.0,-11.5,1.9,1.9
